#addr	size	name
0x8005d91c	96	FUN_8005d91c
0x8005d97c	96	FUN_8005d97c
0x8005d9dc	16	FUN_8005d9dc
0x8005d9ec	168	DrawTMD
0x8005da94	296	drawF3
0x8005dbbc	344	drawFT3
0x8005dd14	328	drawF4
0x8005de5c	392	drawFT4
0x8005dfe4	320	drawG3
0x8005e124	368	drawGT3
0x8005e294	364	drawG4
0x8005e400	428	drawGT4
0x8005e5ac	324	drawzF3
0x8005e6f0	372	drawzFT3
0x8005e864	376	drawzF4
0x8005e9dc	440	drawzFT4
0x8005eb94	348	drawzG3
0x8005ecf0	396	drawzGT3
0x8005ee7c	412	drawzG4
0x8005f018	476	drawzGT4
0x8005f1f4	188	run_exec_file
0x8005f2b0	96	FUN_8005f2b0
0x8005f310	564	AfsGetEntry
0x8005f544	560	AfsFindFile
0x8005f774	204	AfsOpenVolume
0x8005f840	100	AfsInit
0x8005f8a4	80	AfsFilenameFix
0x8005f8f4	156	AfsOpen
0x8005f990	56	FUN_8005f990
0x8005f9c8	64	AfsFileSize
0x8005fa08	196	AfsRead
0x8005facc	180	subAfsFindFile
0x8005fb80	184	AfsGetHeader
0x8005fc38	264	cd_open
0x8005fd40	528	FUN_8005fd40
0x8005ff50	164	cd_read
0x8005fff4	220	cd_seek
0x800600d0	40	FUN_800600d0
0x800600f8	152	cd_control
0x80060190	36	FUN_80060190
0x800601b4	356	AdtGetDisp
0x80060318	624	AdtMessageBox
0x80060588	20	FUN_80060588
0x8006059c	136	AdtFntOpen
0x80060624	64	AdtFntLoad
0x80060664	152	AdtReleaseDisp
0x800606fc	252	AdtVsprintf
0x800607f8	80	FUN_800607f8
0x80060848	68	FUN_80060848
0x8006088c	776	AdtSelect
0x80060b94	16	FUN_80060b94
0x80060ba4	16	FUN_80060ba4
0x80060bb4	32	PCopen
0x80060bd4	16	FUN_80060bd4
0x80060be4	36	PClseek
0x80060c08	32	PCcreat
0x80060c28	168	__SN_ENTRY_POINT
0x80060cd0	112	__main
0x80060d40	104	__do_global_dtors
0x80060da8	16	FUN_80060da8
0x80060db8	12	FUN_80060db8
0x80060dc4	192	FUN_80060dc4
0x80060e84	24	FUN_80060e84
0x80060e9c	192	FUN_80060e9c
0x80060f5c	24	FUN_80060f5c
0x80060f74	144	CdInit
0x80061004	192	EVENT_OBJ_90
0x800610c4	16	FUN_800610c4
0x800610d4	16	FUN_800610d4
0x800610e4	16	FUN_800610e4
0x800610f4	16	FUN_800610f4
0x80061104	12	FUN_80061104
0x80061110	108	CdReset
0x8006117c	156	FUN_8006117c
0x80061218	32	FUN_80061218
0x80061238	32	FUN_80061238
0x80061258	20	FUN_80061258
0x8006126c	20	FUN_8006126c
0x80061280	316	CdControl
0x800613bc	308	CdControlF
0x800614f0	332	CdControlB
0x8006163c	32	CdMix
0x8006165c	32	FUN_8006165c
0x8006167c	32	FUN_8006167c
0x8006169c	36	FUN_8006169c
0x800616c0	32	FUN_800616c0
0x800616e0	260	CdIntToPos
0x800617e4	128	CdPosToInt
0x80061864	1372	FUN_80061864
0x80061dc0	640	CD_sync
0x80062040	712	CD_ready
0x80062308	1036	CD_cw
0x80062714	136	CD_vol
0x8006279c	212	CD_flush
0x80062870	240	CD_initvol
0x80062960	76	CD_initintr
0x800629ac	480	CD_init
0x80062b8c	360	CD_datasync
0x80062cf4	256	CD_getsector
0x80062df4	248	CD_getsector2
0x80062eec	216	FUN_80062eec
0x80062fc4	728	CdSearchFile
0x8006329c	32	ISO9660_OBJ_2D8
0x800632bc	708	ISO9660_OBJ_2F8
0x80063580	164	ISO9660_OBJ_5BC
0x80063624	668	ISO9660_OBJ_660
0x800638c0	116	ISO9660_OBJ_8FC
0x80063934	52	CDR_1_OBJ_0
0x80063968	628	CDR_1_OBJ_34
0x80063bdc	208	CDR_1_OBJ_2A8
0x80063cac	488	CDR_1_OBJ_378
0x80063e94	416	CdReadBreak
0x80064034	240	CdRead
0x80064124	172	CDR_1_OBJ_7F0
0x800641d0	308	CdReadSync
0x80064304	376	CdReadFile
0x8006447c	216	CdReadExec
0x80064554	796	FUN_80064554
0x80064870	452	GsInitFixBg16
0x80064a34	224	GsSortLine
0x80064b14	160	_make_packet
0x80064bb4	464	GsSortPoly
0x80064d84	1280	GsSortSprite
0x80065284	116	GsInitGraph
0x800652f8	284	GS_001_OBJ_74
0x80065414	104	GsInitGraph2
0x8006547c	544	GS_001_OBJ_1F8
0x8006569c	264	GsSortClear
0x800657a4	64	GS_001_OBJ_520
0x800657e4	272	GsSetDrawBuffOffset
0x800658f4	128	GsSetDrawBuffClip
0x80065974	176	GsSwapDispBuff
0x80065a24	112	GsInitCoordinate2
0x80065a94	44	GsInitCoord2param
0x80065ac0	44	FUN_80065ac0
0x80065aec	148	GsSetLightMatrix
0x80065b80	48	GsSetLightMatrix2
0x80065bb0	144	GsMulCoord0
0x80065c40	128	GsMulCoord2
0x80065cc0	128	GsMulCoord3
0x80065d40	112	print_matrix
0x80065db0	52	print_vector
0x80065de4	16	FUN_80065de4
0x80065df4	160	GsDefDispBuff
0x80065e94	128	GsInit3D
0x80065f14	112	GsMapModelingData
0x80065f84	32	FUN_80065f84
0x80065fa4	1208	GsSetFlatLight
0x8006645c	100	GS_107_OBJ_4B8
0x800664c0	84	GS_107_OBJ_51C
0x80066514	128	GsSetLightMode
0x80066594	80	GsSetFogParam
0x800665e4	48	GsSetAmbient
0x80066614	48	GsDrawOt
0x80066644	96	GsClearOt
0x800666a4	80	gte_init
0x800666f4	240	GsGetTimInfo
0x800667e4	208	Gssub_make_matrix
0x800668b4	16	FUN_800668b4
0x800668c4	16	FUN_800668c4
0x800668d4	976	GsSetRefView2
0x80066ca4	236	GS_131_OBJ_3D0
0x80066d90	200	GS_131_OBJ_4BC
0x80066e58	28	FUN_80066e58
0x80066e74	192	gte_rotate_z_matrix
0x80066f34	540	FUN_80066f34
0x80067150	164	GS_133_OBJ_21C
0x800671f4	540	FUN_800671f4
0x80067410	7956	GS_134_OBJ_21C
0x80069324	400	GsLinkObject4
0x800694b4	2192	GsSortObject4
0x80069d44	1132	GsA4divTNG4
0x8006a1b0	1228	FUN_8006a1b0
0x8006a67c	304	FUN_8006a67c
0x8006a7ac	444	FUN_8006a7ac
0x8006a968	236	FUN_8006a968
0x8006aa54	1032	GsA4divTNF4
0x8006ae5c	1120	FUN_8006ae5c
0x8006b2bc	280	FUN_8006b2bc
0x8006b3d4	444	FUN_8006b3d4
0x8006b590	148	FUN_8006b590
0x8006b624	1024	GsA4divNG4
0x8006ba24	1120	FUN_8006ba24
0x8006be84	248	FUN_8006be84
0x8006bf7c	444	FUN_8006bf7c
0x8006c138	188	FUN_8006c138
0x8006c1f4	920	GsA4divNF4
0x8006c58c	1008	FUN_8006c58c
0x8006c97c	224	FUN_8006c97c
0x8006ca5c	444	FUN_8006ca5c
0x8006cc18	108	FUN_8006cc18
0x8006cc84	908	GsA4divTNG3
0x8006d010	992	FUN_8006d010
0x8006d3f0	304	FUN_8006d3f0
0x8006d520	332	FUN_8006d520
0x8006d66c	232	FUN_8006d66c
0x8006d754	824	GsA4divNG3
0x8006da8c	908	FUN_8006da8c
0x8006de18	244	FUN_8006de18
0x8006df0c	332	FUN_8006df0c
0x8006e058	188	FUN_8006e058
0x8006e114	844	GsA4divTNF3
0x8006e460	904	FUN_8006e460
0x8006e7e8	280	FUN_8006e7e8
0x8006e900	332	FUN_8006e900
0x8006ea4c	152	FUN_8006ea4c
0x8006eae4	748	GsA4divNF3
0x8006edd0	828	FUN_8006edd0
0x8006f10c	224	FUN_8006f10c
0x8006f1ec	332	FUN_8006f1ec
0x8006f338	108	FUN_8006f338
0x8006f3a4	176	SsEnd
0x8006f454	16	FUN_8006f454
0x8006f464	16	FUN_8006f464
0x8006f474	64	SsInit
0x8006f4b4	240	_SsInit
0x8006f5a4	32	FUN_8006f5a4
0x8006f5c4	192	SsSetSerialAttr
0x8006f684	80	SsSetMVol
0x8006f6d4	560	SSSTART_OBJ_0
0x8006f904	64	SsStart
0x8006f944	76	SSSTART_OBJ_270
0x8006f990	84	SSSTART_OBJ_2BC
0x8006f9e4	156	SetRCnt
0x8006fa80	56	GetRCnt
0x8006fab8	48	StartRCnt
0x8006fae8	52	StopRCnt
0x8006fb1c	56	ResetRCnt
0x8006fb54	624	SsSeqCalledTbyT
0x8006fdc4	528	_SsSndCrescendo
0x8006ffd4	160	_SsSndPause
0x80070074	48	FUN_80070074
0x800700a4	252	_SsSeqPlay
0x800701a0	580	_SsSeqGetEof
0x800703e4	944	_SsGetSeqData
0x80070794	176	_SsReadDeltaValue
0x80070844	256	_SsSndNextSep
0x80070944	96	_SsSndReplay
0x800709a4	384	_SsSndStop
0x80070b24	96	SsSeqStop
0x80070b84	272	SsSetSerialVol
0x80070c94	76	SsSetTickMode
0x80070ce0	260	SSTICK_OBJ_4C
0x80070de4	544	_SsSndTempo
0x80071004	320	SsUtAllKeyOff
0x80071144	112	SsUtAutoPan
0x800711b4	840	SsUtKeyOnV
0x800714fc	120	SsUtKeyOffV
0x80071574	464	FUN_80071574
0x80071744	620	SeAutoPan
0x800719b0	868	SetAutoPan
0x80071d14	16	FUN_80071d14
0x80071d24	1168	_SsVmFlush
0x800721b4	848	_SsVmInit
0x80072504	52	note2pitch
0x80072538	104	note2pitch2
0x800725a0	292	SsPitchFromNote
0x800726c4	1408	vmNoiseOn
0x80072c44	208	_SsVmKeyOffNow
0x80072d14	1232	_SsVmKeyOnNow
0x800731e4	1412	_SsVmSetSeqVol
0x80073768	244	_SsVmGetSeqVol
0x8007385c	184	_SsVmSeqKeyOff
0x80073914	192	_SsVmVSetUp
0x800739d4	16	FUN_800739d4
0x800739e4	16	FUN_800739e4
0x800739f4	128	SsVabClose
0x80073a74	52	SsVabOpenHead
0x80073aa8	220	VS_VH2_OBJ_34
0x80073b84	992	_SsVabOpenHeadWithMode
0x80073f64	192	SsVabTransBody
0x80074024	48	SsVabTransCompleted
0x80074054	32	FUN_80074054
0x80074074	232	_SpuInit
0x8007415c	120	SpuStart
0x800741d4	16	FUN_800741d4
0x800741e4	16	FUN_800741e4
0x800741f4	212	_spu_init
0x800742c8	428	SPU_OBJ_D4
0x80074474	448	SPU_OBJ_280
0x80074634	188	_spu_FiDMA
0x800746f0	168	_spu_Fr_
0x80074798	640	_spu_t
0x80074a18	132	_spu_Fw
0x80074a9c	100	_spu_Fr
