#addr	size	name
0x8004d304	16	FUN_8004d304
0x8004d314	16	FUN_8004d314
0x8004d324	16	FUN_8004d324
0x8004d334	20	FUN_8004d334
0x8004d348	20	FUN_8004d348
0x8004d35c	120	_patch_pad
0x8004d3d4	112	_remove_ChgclrPAD
0x8004d444	16	FUN_8004d444
0x8004d454	16	FUN_8004d454
0x8004d464	60	FUN_8004d464
0x8004d4a0	108	FUN_8004d4a0
0x8004d50c	148	_patch_card
0x8004d5a0	112	_patch_card2
0x8004d610	52	_copy_memcard_patch
0x8004d644	160	_ExitCard
0x8004d6e4	32	FUN_8004d6e4
0x8004d704	32	FUN_8004d704
0x8004d724	76	PadChkMtap
0x8004d770	192	PadGetState
0x8004d830	248	PadInfoMode
0x8004d928	212	PadInfoAct
0x8004d9fc	168	PadInfoComb
0x8004daa4	56	PadSetActAlign
0x8004dadc	72	PadSetMainMode
0x8004db24	80	PadSetAct
0x8004db74	280	PadEnableCom
0x8004dc8c	44	_padSetVsyncParam
0x8004dcb8	104	FUN_8004dcb8
0x8004dd20	364	FUN_8004dd20
0x8004de8c	20	FUN_8004de8c
0x8004dea0	204	_padStartCom
0x8004df6c	68	_padStopCom
0x8004dfb0	820	_padInitSioMode
0x8004e2e4	200	FUN_8004e2e4
0x8004e3ac	472	_padSioRW
0x8004e584	568	_padSioRW2
0x8004e7bc	144	_padClrIntSio0
0x8004e84c	40	_padWaitRXready
0x8004e874	28	FUN_8004e874
0x8004e890	132	_padSendAtLoadInfo
0x8004e914	332	_padRecvAtLoadInfo
0x8004ea60	56	_padGetActSize
0x8004ea98	212	_padLoadActInfo
0x8004eb6c	168	FUN_8004eb6c
0x8004ec14	628	FUN_8004ec14
0x8004ee88	132	_padSetActAlign
0x8004ef0c	200	FUN_8004ef0c
0x8004efd4	152	_padSetMainMode
0x8004f06c	84	FUN_8004f06c
0x8004f0c0	96	FUN_8004f0c0
0x8004f120	32	FUN_8004f120
0x8004f140	20	FUN_8004f140
0x8004f154	32	FUN_8004f154
0x8004f174	32	FUN_8004f174
0x8004f194	32	FUN_8004f194
0x8004f1b4	32	FUN_8004f1b4
0x8004f1d4	72	FUN_8004f1d4
0x8004f21c	216	FUN_8004f21c
0x8004f2f4	192	FUN_8004f2f4
0x8004f3b4	140	FUN_8004f3b4
0x8004f440	900	FUN_8004f440
0x8004f7c4	352	PadInitDirect
0x8004f924	104	FUN_8004f924
0x8004f98c	244	FUN_8004f98c
0x8004fa80	16	FUN_8004fa80
0x8004fa90	188	FUN_8004fa90
0x8004fb4c	636	FUN_8004fb4c
0x8004fdc8	56	FUN_8004fdc8
0x8004fe00	36	FUN_8004fe00
0x8004fe24	16	FUN_8004fe24
0x8004fe34	52	_padInitDirSeq
0x8004fe68	256	FUN_8004fe68
0x8004ff68	592	FUN_8004ff68
0x800501b8	220	_dirFailAuto
0x80050294	48	FUN_80050294
0x800502c4	32	setRC2wait
0x800502e4	180	chkRC2wait
0x80050398	40	FUN_80050398
0x800503c0	36	FUN_800503c0
