#addr	size	name
0x8001e2c8	24	FUN_8001e2c8
0x8001e2e0	192	FUN_8001e2e0
0x8001e3a0	24	FUN_8001e3a0
0x8001e3b8	48	StSetRing
0x8001e3e8	144	CdInit
0x8001e478	192	EVENT_OBJ_90
0x8001e538	16	FUN_8001e538
0x8001e548	16	FUN_8001e548
0x8001e558	16	FUN_8001e558
0x8001e568	16	FUN_8001e568
0x8001e578	12	FUN_8001e578
0x8001e584	108	CdReset
0x8001e5f0	156	FUN_8001e5f0
0x8001e68c	32	FUN_8001e68c
0x8001e6ac	32	FUN_8001e6ac
0x8001e6cc	20	FUN_8001e6cc
0x8001e6e0	20	FUN_8001e6e0
0x8001e6f4	316	CdControl
0x8001e830	308	CdControlF
0x8001e964	332	CdControlB
0x8001eab0	32	CdMix
0x8001ead0	32	FUN_8001ead0
0x8001eaf0	32	FUN_8001eaf0
0x8001eb10	36	FUN_8001eb10
0x8001eb34	32	FUN_8001eb34
0x8001eb54	260	CdIntToPos
0x8001ec58	128	CdPosToInt
0x8001ecd8	1372	FUN_8001ecd8
0x8001f234	640	CD_sync
0x8001f4b4	712	CD_ready
0x8001f77c	1036	CD_cw
0x8001fb88	136	CD_vol
0x8001fc10	212	CD_flush
0x8001fce4	240	CD_initvol
0x8001fdd4	76	CD_initintr
0x8001fe20	480	CD_init
0x80020000	360	CD_datasync
0x80020168	256	CD_getsector
0x80020268	248	CD_getsector2
0x80020360	216	FUN_80020360
0x80020438	728	CdSearchFile
0x80020710	32	ISO9660_OBJ_2D8
0x80020730	708	ISO9660_OBJ_2F8
0x800209f4	164	ISO9660_OBJ_5BC
0x80020a98	668	ISO9660_OBJ_660
0x80020d34	116	ISO9660_OBJ_8FC
0x80020da8	52	CDR_1_OBJ_0
0x80020ddc	628	CDR_1_OBJ_34
0x80021050	208	CDR_1_OBJ_2A8
0x80021120	488	CDR_1_OBJ_378
0x80021308	416	CdReadBreak
0x800214a8	240	CdRead
0x80021598	172	CDR_1_OBJ_7F0
0x80021644	308	CdReadSync
0x80021778	176	FUN_80021778
0x80021828	376	CdReadFile
0x800219a0	216	CdReadExec
0x80021a78	96	StClearRing
0x80021ad8	128	StUnSetRing
0x80021b58	16	FUN_80021b58
0x80021b68	36	FUN_80021b68
0x80021b8c	40	FUN_80021b8c
0x80021bb4	36	FUN_80021bb4
0x80021bd8	140	data_ready_callback
0x80021c64	100	StGetBackloc
0x80021cc8	144	StSetStream
0x80021d58	176	StFreeRing
0x80021e08	64	FUN_80021e08
0x80021e48	192	FUN_80021e48
0x80021f08	32	FUN_80021f08
0x80021f28	2332	FUN_80021f28
0x80022844	44	FUN_80022844
